Genus,Species,Gender,State,County,Refuge,Division,Sample Site,Coordinates,Habitat,Date Sampled,Collector,Notes,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum ellisiae,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum imitatum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum leucozonium,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum leucozonium,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum paraforbesii,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum paraforbesii,Female,Minnesota,Wright,Litchfield,Temperance WPA,N/A,N/A,Wetland edge,Jul. 23,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pectorale,Female,Minnesota,Wright,Litchfield,Cokato WPA,N/A,N/A,Brome/treeline,Jun. 18,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pectorale,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pectorale,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pectorale,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum perpunctatum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum perpunctatum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum perpunctatum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum perpunctatum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,N/A,Corn field,N/A,Corn field,Jul. 8,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,N/A,N/A,Brome/bluegrass prairie,Jun. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum pruinosum,Female,Minnesota,Meeker,Litchfield,N/A,Soybean field,N/A,Soybean field,Jul. 1,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum semicaeruleum,Female,Minnesota,Kandiyohi,Litchfield,N/A,Corn field,N/A,Corn field,Jul. 8,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum semicaeruleum,Female,Minnesota,Meeker,Litchfield,Litchfield WPA,N/A,N/A,Warm season grasses,Jun. 26,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum semicaeruleum,Female,Minnesota,Renville,Litchfield,Teachers WPA,N/A,N/A,WSG planting,Jul. 24,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum semicaeruleum,Female,Minnesota,Renville,Litchfield,Teachers WPA,N/A,N/A,WSG planting,Jul. 24,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,N/A,Native prairie,Jul. 15,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,N/A,Native prairie,Jul. 15,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,N/A,Native prairie,Jul. 15,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,N/A,Native prairie,Jul. 15,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,N/A,Native prairie,Jul. 15,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Meeker,Litchfield,Casey Lake WPA,N/A,N/A,WSG planting,Jul. 17,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum succinipenne,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum truncatum,Female,Minnesota,Wright,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum truncatum,Female,Minnesota,Wright,Litchfield,Temperance WPA,N/A,N/A,Wetland edge,Jul. 23,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum versatum,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum zephyrum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Lasioglossum,Lasioglossum zephyrum,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Megachile,Megachile latimanus,Female,Minnesota,Kandiyohi,Litchfield,Randall WPA,N/A,N/A,Native prairie (sumac-infested),Jul. 23,N. Palaia,,,,,,,,
Megachile,Megachile latimanus,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Megachile,Megachile latimanus,Female,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Native prairie,Jul. 27,N. Palaia,,,,,,,,
Melissodes,Melissodes agilis,Female,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,Drawn-down wetland basin,N/A,Drawn-down wetland basin,Sept. 12,N. Palaia,,,,,,,,
Melissodes,Melissodes bimaculatus ,Female,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,N/A,Restored CSG,Jul. 20,N. Palaia,,,,,,,,
Osmia,Osmia simillima,Female,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,N/A,N/A,brome/bluegrass prairie,Jun. 17,N. Palaia,,,,,,,,
Perdita,Perdita maculigera,Female,Minnesota,Meeker,Litchfield,N/A,Soybien field,N/A,Soybean field,Jul. 1,N. Palaia,,,,,,,,
Protandrena,Protandrena bancrofti,Male,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Protandrena,Protandrena bancrofti,Male,Minnesota,Kandiyohi,Litchfield,Weber WPA,N/A,N/A,Restored prairie (90 spp),Jul. 20,N. Palaia,,,,,,,,
Sphecodes,Sphecodes sp. 1,Female,Minnesota,Kandiyohi,Litchfield,Leaf WPA,N/A,N/A,Native sand prairie,Jun. 13,N. Palaia,,,,,,,,
Stelis,Stelis labiata,Male,Minnesota,Wright,Litchfield,Temperance WPA,N/A,N/A,Restored CSG,Jul. 20,N. Palaia,,,,,,,,
Agapostemon,Agapostemon sericeus,Female,Illinois,Carroll,Lost Mound,N/A,Prims Pond,42.232323 90.319725,N/A,Sept. 13,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,N/A,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jun. 18,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Jul. 25,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Aug. 14,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Aug. 14,N/A,Upper Mississippi River NWR,,,,,,,
Agapostemon,Agapostemon splendens,Female,Illinois,Carroll,Lost Mound,N/A,N/A,N/A,Sand prairie,Aug. 14,N/A,Upper Mississippi River NWR,,,,,,,
